"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume New build","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-02,,quarterly,,1992-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-03,,quarterly,,1992-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-03,,quarterly,,1992-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-04,,quarterly,,1992-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-04,,quarterly,,1992-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-05,,quarterly,,1992-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-05,,quarterly,,1992-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-06,,quarterly,,1992-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-06,,quarterly,,1992-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-07,,quarterly,,1992-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-07,,quarterly,,1992-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-08,,quarterly,,1992-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-08,,quarterly,,1992-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-09,,quarterly,,1992-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-09,,quarterly,,1992-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-10,,quarterly,,1992-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-10,,quarterly,,1992-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-11,,quarterly,,1992-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-11,,quarterly,,1992-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-12,,quarterly,,1992-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-12,,quarterly,,1992-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-01,,quarterly,,1993-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-01,,quarterly,,1993-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-02,,quarterly,,1993-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-02,,quarterly,,1993-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-03,,quarterly,,1993-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-03,,quarterly,,1993-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-04,,quarterly,,1993-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-04,,quarterly,,1993-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-05,,quarterly,,1993-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-05,,quarterly,,1993-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-06,,quarterly,,1993-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-06,,quarterly,,1993-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-07,,quarterly,,1993-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-07,,quarterly,,1993-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-08,,quarterly,,1993-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-08,,quarterly,,1993-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-09,,quarterly,,1993-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-09,,quarterly,,1993-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-10,,quarterly,,1993-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-10,,quarterly,,1993-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-11,,quarterly,,1993-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-11,,quarterly,,1993-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-12,,quarterly,,1993-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-12,,quarterly,,1993-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-01,,quarterly,,1994-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-01,,quarterly,,1994-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-02,,quarterly,,1994-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-02,,quarterly,,1994-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-03,,quarterly,,1994-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-03,,quarterly,,1994-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-04,,quarterly,,1994-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-04,,quarterly,,1994-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-05,,quarterly,,1994-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-05,,quarterly,,1994-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-06,,quarterly,,1994-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-06,,quarterly,,1994-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-07,,quarterly,,1994-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-07,,quarterly,,1994-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-08,,quarterly,,1994-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-08,,quarterly,,1994-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-09,,quarterly,,1994-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-09,,quarterly,,1994-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-10,,quarterly,,1994-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-10,,quarterly,,1994-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-11,,quarterly,,1994-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-11,,quarterly,,1994-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-12,,quarterly,,1994-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-12,,quarterly,,1994-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-01,47639,monthly,5308,1995-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-01,1991,monthly,225,1995-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-02,47880,monthly,6295,1995-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-02,2148,monthly,325,1995-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-03,67025,monthly,9447,1995-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-03,3133,monthly,448,1995-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-04,56925,monthly,7545,1995-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-04,2488,monthly,314,1995-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-05,64192,monthly,8885,1995-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-05,2685,monthly,368,1995-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-06,72640,monthly,12068,1995-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-06,3175,monthly,521,1995-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-07,64242,monthly,7543,1995-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-07,2698,monthly,309,1995-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-08,69269,monthly,8327,1995-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-08,2998,monthly,410,1995-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-09,67251,monthly,8863,1995-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-09,3191,monthly,463,1995-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-10,61264,monthly,7715,1995-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-10,2736,monthly,369,1995-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-11,63955,monthly,8418,1995-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-11,2970,monthly,434,1995-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-12,69345,monthly,12039,1995-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-12,3180,monthly,506,1995-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-01,48694,monthly,5046,1996-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-01,1934,monthly,191,1996-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-02,51401,monthly,6296,1996-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-02,2251,monthly,327,1996-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-03,68453,monthly,9154,1996-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-03,3617,monthly,546,1996-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-04,64277,monthly,7375,1996-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-04,2879,monthly,387,1996-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-05,78937,monthly,9939,1996-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-05,3521,monthly,538,1996-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-06,75545,monthly,11844,1996-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-06,3340,monthly,560,1996-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-07,85339,monthly,8573,1996-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-07,3664,monthly,402,1996-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-08,91037,monthly,9671,1996-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-08,4087,monthly,537,1996-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-09,80016,monthly,9279,1996-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-09,3624,monthly,489,1996-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-10,86311,monthly,9528,1996-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-10,3872,monthly,452,1996-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-11,93515,monthly,10981,1996-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-11,4336,monthly,534,1996-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-12,86711,monthly,12549,1996-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-12,3729,monthly,464,1996-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-01,66743,monthly,6537,1997-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-01,2888,monthly,309,1997-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-02,66246,monthly,7972,1997-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-02,3059,monthly,430,1997-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-03,76073,monthly,9476,1997-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-03,4044,monthly,451,1997-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-04,78611,monthly,8659,1997-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-04,3566,monthly,448,1997-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-05,91543,monthly,10895,1997-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-05,4007,monthly,547,1997-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-06,95416,monthly,12942,1997-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-06,4157,monthly,579,1997-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-07,102709,monthly,9474,1997-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-07,4447,monthly,463,1997-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-08,98764,monthly,10038,1997-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-08,4507,monthly,537,1997-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-09,89492,monthly,9223,1997-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-09,4045,monthly,496,1997-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-10,95932,monthly,9932,1997-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-10,4412,monthly,516,1997-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-11,81563,monthly,9325,1997-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-11,3740,monthly,525,1997-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-12,87593,monthly,12191,1997-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-12,3952,monthly,593,1997-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-01,61036,monthly,5382,1998-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-01,2637,monthly,269,1998-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-02,62504,monthly,7026,1998-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-02,2884,monthly,420,1998-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-03,76702,monthly,8721,1998-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-03,3610,monthly,446,1998-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-04,79866,monthly,7976,1998-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-04,3450,monthly,371,1998-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-05,86607,monthly,9723,1998-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-05,3833,monthly,477,1998-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-06,91723,monthly,12301,1998-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-06,4036,monthly,544,1998-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-07,103581,monthly,9213,1998-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-07,4627,monthly,499,1998-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-08,89172,monthly,8785,1998-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-08,3840,monthly,401,1998-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-09,85283,monthly,8501,1998-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-09,3621,monthly,376,1998-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-10,88339,monthly,8935,1998-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-10,4139,monthly,429,1998-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-11,81770,monthly,8852,1998-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-11,3692,monthly,423,1998-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-12,84154,monthly,11414,1998-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-12,3822,monthly,546,1998-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-01,59989,monthly,5242,1999-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-01,2576,monthly,228,1999-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-02,62164,monthly,6825,1999-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-02,2721,monthly,336,1999-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-03,83947,monthly,9267,1999-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-03,3482,monthly,402,1999-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-04,89255,monthly,9082,1999-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-04,3659,monthly,409,1999-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-05,89095,monthly,9551,1999-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-05,3840,monthly,473,1999-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-06,100844,monthly,12075,1999-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-06,4022,monthly,507,1999-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-07,119652,monthly,10582,1999-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-07,4959,monthly,529,1999-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-08,108298,monthly,9418,1999-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-08,4576,monthly,456,1999-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-09,102445,monthly,9423,1999-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-09,4281,monthly,430,1999-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-10,107395,monthly,10098,1999-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-10,4782,monthly,526,1999-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-11,103902,monthly,10132,1999-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-11,4707,monthly,560,1999-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-12,102442,monthly,12686,1999-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-12,4756,monthly,630,1999-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-01,68031,monthly,5677,2000-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-01,3063,monthly,331,2000-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-02,72364,monthly,7702,2000-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-02,3413,monthly,438,2000-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-03,96354,monthly,10938,2000-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-03,4745,monthly,564,2000-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-04,88707,monthly,8586,2000-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-04,4428,monthly,501,2000-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-05,92309,monthly,9611,2000-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-05,4390,monthly,507,2000-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-06,105431,monthly,13310,2000-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-06,5308,monthly,726,2000-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-07,95400,monthly,8111,2000-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-07,4808,monthly,454,2000-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-08,94346,monthly,8720,2000-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-08,4888,monthly,475,2000-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-09,88148,monthly,8974,2000-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-09,4743,monthly,523,2000-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-10,83099,monthly,7999,2000-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-10,4237,monthly,391,2000-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-11,83309,monthly,8470,2000-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-11,4287,monthly,476,2000-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-12,90823,monthly,12444,2000-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-12,4773,monthly,747,2000-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-01,64870,monthly,5012,2001-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-01,2993,monthly,214,2001-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-02,67134,monthly,6522,2001-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-02,3333,monthly,337,2001-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-03,90226,monthly,9944,2001-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-03,4522,monthly,534,2001-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-04,88556,monthly,8071,2001-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-04,4216,monthly,394,2001-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-05,99478,monthly,9167,2001-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-05,4658,monthly,488,2001-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-06,113447,monthly,14297,2001-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-06,5812,monthly,900,2001-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-07,113200,monthly,8434,2001-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-07,5649,monthly,516,2001-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-08,124849,monthly,10037,2001-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-08,6240,monthly,553,2001-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-09,98296,monthly,8561,2001-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-09,4915,monthly,464,2001-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-10,105633,monthly,8585,2001-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-10,5484,monthly,522,2001-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-11,109149,monthly,9847,2001-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-11,5980,monthly,622,2001-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-12,93329,monthly,12624,2001-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-12,4953,monthly,675,2001-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-01,71678,monthly,4975,2002-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-01,3652,monthly,259,2002-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-02,77131,monthly,6864,2002-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-02,4183,monthly,407,2002-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-03,102828,monthly,10881,2002-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-03,5717,monthly,657,2002-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-04,99638,monthly,8612,2002-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-04,5076,monthly,411,2002-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-05,132163,monthly,11739,2002-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-05,6876,monthly,674,2002-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-06,104285,monthly,13114,2002-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-06,5512,monthly,709,2002-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-07,126475,monthly,9686,2002-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-07,6366,monthly,553,2002-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-08,126360,monthly,10398,2002-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-08,6460,monthly,637,2002-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-09,104054,monthly,9427,2002-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-09,5327,monthly,484,2002-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-10,106125,monthly,9466,2002-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-10,5330,monthly,451,2002-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-11,110850,monthly,10656,2002-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-11,6136,monthly,567,2002-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-12,102070,monthly,13683,2002-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-12,5461,monthly,674,2002-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-01,79926,monthly,5433,2003-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-01,3975,monthly,275,2003-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-02,75657,monthly,7033,2003-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-02,3993,monthly,409,2003-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-03,80112,monthly,8560,2003-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-03,4519,monthly,470,2003-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-04,82897,monthly,7715,2003-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-04,4710,monthly,428,2003-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-05,91813,monthly,9158,2003-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-05,5173,monthly,592,2003-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-06,94507,monthly,13396,2003-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-06,5551,monthly,707,2003-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-07,103522,monthly,8112,2003-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-07,5577,monthly,442,2003-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-08,109995,monthly,9412,2003-08-01
